category_id,views,comments_disabled,ratings_disabled,channel_text,difference_d,difference_h,published_year,published_month,trending_year,trending_month
24,100723,"""False""","""False""","Emma Watson Attends Golden Globes With Imkaan Activist | E! Live from the Red Carpet E! Live from the Red Carpet   2018 Golden Globes|""Awards""|""Red Carpet""|""Golden Globes""|""Emma Watson""|""Feminism""|""E! Live from the Red Carpet""|""Celebrity Gossip""|""Celebrity News""|""E! News""|""E! Entertainment""|""E!""|""Pop Culture""|""Live""|""Interviews""|""Award Show""|""Fashion""|""Beauty""|""Oscars""|""Grammys""|""Emmys""|""Marai Larasi""|""Imkaan""|""feminist""|""feminist organization""|""Circle""",0.0,22.0,2018,1,2018,1
1,32396346,"""False""","""False""","Selena Gomez - Back To You (Lyric Video) Selena Gomez   selena gomez|""13 reasons why""|""back to you""|""selena""|""gomez""|""13 reasons""|""netflix""",16.0,391.0,2018,5,2018,5
17,23825,"""False""","""False""","LeBron James Dunks Reverse Alley Oop From Russell Westbrook! 2018 NBA All Star Game! Smequle   Smequle|""nba""|""nba highlgihts""|""lebron james""|""anthony davis""|""james harden""|""nba all star""|""sll star game highliughts""|""2018 all star game""|""nba dunks""|""alley oop""|""lebron dunk""|""2018 NBA All Star Game!""|""lebron james alley oop""|""lebron james highlights""|""russell westbrook""|""russell westbrook highlights""",3.0,93.0,2018,2,2018,2
1,36379,"""False""","""False""","Twin Shadow - Saturdays (feat HAIM) [Official HD Audio] Twin Shadow   to the top song|""go back to the top""|""twins shadow""|""going to the top""|""Twin Shadow""|""twin shadows""|""Eclipse""|""turn me up twin shadow""|""Little Woman""|""back to top""|""Caer""|""Saturdays feat Haim""|""old love""|""Haim""|""new love""|""to the top""|""old love new love""|""back to the top""|""twin shadow to the top""|""flatliners twin shadow""|""half life twin shadow""|""i'm ready""|""twin shadow slow""|""Saturdays""|""song from everyday""|""Song from Every Day""|""Every Day Movie""|""Everyday movie""|""Five Seconds""|""Forget""",4.0,102.0,2018,2,2018,2
17,12941382,"""False""","""False""","Crossbow Trick Shots | Dude Perfect Dude Perfect   dude perfect|""dude perfect stereotypes""|""dude perfect water bottle flip""|""bottle flip""|""water bottle flip""|""dude perfect bottle flip""|""dude perfect basketball""|""dp""|""dude perfect world record""|""edition""|""nerf""|""trick shots""|""trick shot""|""family""|""ping pong""|""bowling""|""clean""|""family friendly""|""bubble wrap""|""soccer""|""football""|""spinner""|""spinners""|""fidget spinners""|""dude""|""cross""|""bow""|""crossbow""|""arrow""|""bolt""|""ranch""|""apple""|""hearthstone""|""blizzard""|""overwatch""|""hearth""|""stone""|""gaming""|""archery edition""|""archery trick shots""",4.0,98.0,2018,4,2018,4
24,3003549,"""False""","""False""","We built the Infinity Gauntlet with 25,000 magnets! Vat19   vat19|""vat19 nanodots""|""vat19 infinity gauntlet""|""vat19 magnets""|""nanodots""|""nanodots magnets""|""nanodots infinity gauntlet""|""infinity gauntlet""|""avengers infinity gauntlet""|""nanodots structure""|""nanodots build""|""nanodots time lapse""|""magnet spheres""|""magnetic spheres""|""building magnets""|""fidget magnets""|""buckyballs""|""marvel infinity gauntlet""|""infinity gauntlet stones""|""infinity stones""|""avengers""|""avengers infinity war""|""avengers infinity war infinity gauntlet""|""infinity gauntlet replica""",6.0,156.0,2018,5,2018,5
24,3897602,"""False""","""False""","Gordon Ramsay vs Madelaine Petsch In VEGAN MASTERCHEF COOK OFF! Gordon Ramsay   Gordon|""Gordon Ramsay""|""Ramsay""|""Ramsey""|""Chef Ramsay""|""Recipe""|""Recipes""|""Food""|""Cooking""|""Cookery""|""gordon""|""gordon Ramsay""|""chef gordon""|""chef Ramsay""|""hotel hell best moments""|""gordon Ramsay hotel hell best moments""|""gordon ramsay vegan""|""gordon ramsay vegan recipes""|""gordon ramsay vegan burger""|""gordon ramsay vegan dishes""|""madelaine petsch""",5.0,126.0,2018,6,2018,6
28,455776,"""False""","""False""","LEGO Liebherr LR 11000 Dawid Szmandra   LEGO|""CRANE""|""Liebherr""|""LR11000""|""Scale model""|""Technic""|""model""|""RC""|""Mindstorms""|""EV3""|""Remote control""|""Lugpol""",7.0,182.0,2017,12,2018,1
26,792212,"""False""","""False""","Galaxy Mirror Glaze Cake: Behind Tasty Tasty   BuzzFeed|""Tasty""|""BuzzFeed Tasty""|""cake""|""galaxy""|""galaxy mirror glaze cake""|""baking""|""behind the scenes""|""Tasty behind the scenes""",1.0,30.0,2018,2,2018,2
28,209789,"""False""","""False""","Google Pixel 2 Camera Test vs. $20k Hasselblad Tyler Stalman   Google|""pixel 2""|""pixel 2 xl""|""google pixel 2""|""pixel 2 camera""|""hasselblad""|""expensive""|""professional""|""hdr+""|""portrait mode""|""camera test""|""pixel 2 review""|""pixel 2 xl review""|""comparison""|""vs""",4.0,98.0,2018,1,2018,1
24,2183863,"""False""","""False""","*NSYNC Plays 'Never Have I Ever' TheEllenShow   ellen|""ellen degeneres""|""the ellen show""|""ellen fans""|""ellen tickets""|""justin timberlake""|""nsync""|""never have I ever""|""ellentube""|""ellen audience""|""game""|""hooked up""|""lies""|""mile high club""|""spice girls""|""nsync fans""|""justin""|""timberlake""|""jc chasez""|""joey fatone""|""lance bass""|""chris kirkpatrick""|""jc""|""chasez""|""joey""|""fatone""|""lance""|""bass""|""chris""|""kirkpatrick""|""star""|""album""|""season 15""|""season 15 episode 146""|""ellen degeneres show tickets""|""ellen degeneres show today""|""nsync reunion""|""games""|""hilarious""|""funny""",2.0,58.0,2018,5,2018,5
22,242783,"""False""","""False""","BOYFRIEND TAG w Travelaine | Madelaine Petsch Madelaine Petsch   madelaine|""madelainepetsch""|""madelaine petsch""|""petsch""|""cheryl""|""blossom""|""cherylblossom""|""cheryl blossom""|""riverdale""|""travis mills""|""travis""|""mills""|""boyfriend tag""|""couple""",3.0,76.0,2017,11,2017,12
10,1203105,"""False""","""False""","What New Yorkers Think Childish Gambino's “This Is America” Means | Genius News Genius   genius|""rap genius""|""verified""|""official lyrics""|""lyrics""|""lyric video""|""Lyric videos""|""pop music""|""hip hop""|""rap""|""new pop music""|""childish gambino""|""donald glover""|""this is america""|""childish gambino this is america""|""man on the streets""|""donald glover this is america""|""this is america music video""|""donald glover music video""|""childish gambino music video""|""mcdj recording/rca records""",3.0,72.0,2018,5,2018,5
15,3678648,"""False""","""False""","Catching a SHARK by HAND! Brave Wilderness   ocean|""sea creatures""|""adventure""|""adventurous""|""animals""|""brave""|""brave wilderness""|""breaking""|""breaking trail""|""coyote""|""coyote peterson""|""peterson""|""trail""|""wild""|""wildlife""|""bite""|""beyond the tide""|""tide pool""|""monster""|""black slug""|""octopus""|""giant slug""|""octopus catch""|""kraken""|""catching an octopus""|""will octopus ink""|""will octopus bite you""|""will it ink catching an octopus""|""shark""|""tide pool shark""|""catching a shark""|""catching a shark by hand""|""caught a shark""|""sharks""|""hold a shark""|""touch a shark""|""caught on camera""",8.0,204.0,2018,5,2018,6
27,208400,"""False""","""False""","What If You Didn't Have Bones? Life Noggin   life noggin|""life noggin youtube""|""youtube life noggin""|""life noggin channel""|""education""|""education channel""|""life noggin face reveal""|""edutainment""|""edutainment videos""|""blocko""|""blocko life noggin""|""science""|""technology""|""educational""|""school""|""weight loss""|""no bones""|""what if you had no. bones""|""bone""|""bone marrow""|""health""|""skeleton""|""muscle""|""exoskeleton""|""medicine""",0.0,9.0,2017,12,2017,12
10,877761,"""False""","""False""",ETRADE Super Bowl Commercial 2018  This Is Getting Old SB-LII Commercials   [none],5.0,143.0,2018,2,2018,2
17,17228602,"""False""","""False""","Real Life Trick Shots 2 | Dude Perfect Dude Perfect   dude perfect|""dude perfect stereotypes""|""dude perfect water bottle flip""|""bottle flip""|""water bottle flip""|""dude perfect bottle flip""|""dude perfect basketball""|""dp""|""dude perfect world record""|""edition""|""nerf""|""trick shots""|""trick shot""|""family""|""ping pong""|""bowling""|""clean""|""family friendly""|""bubble wrap""|""soccer""|""football""|""spinner""|""spinners""|""fidget spinners""|""dude""|""real life""|""every day""|""game""|""banana""|""mail toss""|""dudes""|""dude real life""|""real life tricks""|""real tricks""|""crazy tricks""",2.0,49.0,2018,1,2018,1
26,1232985,"""False""","""False""","45 Beauty Secrets in 5 Minutes—Here’s Everything We Learned in 2017 | Vogue Vogue   beauty|""beauty secrets""|""fashion""|""how to""|""how-to""|""makeup""|""tips""|""trends""|""tricks""|""tutorial""|""kendall jenner""|""kendall jenner beauty secrets""|""makeup tut""|""makeup tutorial""|""drew barrymore""|""fei fei sun""|""adriana lima""|""cassie""|""rita ora""|""miranda kerr beauty secrets""|""miranda kerr""|""logan browning""|""joan severance""|""joan severance beauty secrets""|""beauty tutorial""|""vogue beauty secrets""|""diy makeup""|""vogue""|""vogue.com""",3.0,81.0,2017,12,2017,12
24,1965017,"""False""","""False""","Pastry Chef Attempts To Make Gourmet Kit Kats | Gourmet Makes | Bon Appétit Bon Appétit   candy|""chocolate""|""gourmet""|""gourmet recipe""|""kit kat""|""kit kats""|""test kitchen""|""kit kat bar""|""how to make candy""|""how to make kit kats""|""gourmet kit kats""|""wafer""|""how to make wafer""|""diy chocolate""|""how to temper chocolate""|""tempering chololate""|""how to make a wafer""|""claire""|""claire saffitz""|""claire bon appetit""|""bon appetit claire""|""how to make kit kat""|""kit kat recipe""|""claire makes kit kats""|""gourmet kit kat""|""gourmet makes""|""claire makes""|""food""|""bon appetit""|""bon appétit""",2.0,55.0,2018,5,2018,5
24,3018478,"""False""","""False""","Can Light be Black? Mind-Blowing Dark Light Experiments! The Action Lab   black light|""dark light""|""light""|""flashlight""|""black 2.0""|""brightest flashlight""|""glow in the dark""|""worlds brightest flashlight""|""the action lab""|""mind blowing""|""blackest black""|""darkest light""|""action lab""|""vacuum chamber""|""science tricks""|""science experiment""|""double slit""|""32000 lumen""|""self pouring""|""oobleck pool""|""dark side""|""king of random""|""iron man""|""how to""|""foil ball""|""aluminum foil ball""|""japan trend""|""negative mass""|""weird trend""|""life hacks""|""gold foil ball""|""quantum mechanics""",10.0,247.0,2018,4,2018,5
1,4953003,"""False""","""False""","Destination Wedding Trailer #1 (2018) | Movieclips Trailers Movieclips Trailers   Destination Wedding|""Destination Wedding Trailer""|""Destination Wedding Movie Trailer""|""Destination Wedding Trailer 2018""|""Destination Wedding Official Trailer""|""Trailer""|""Trailers""|""Movie Trailer""|""2018 Trailers""|""Destination Wedding 2018""|""Movieclips Trailers""|""Movieclips""|""Fandango""|""Keanu Reeves""|""Winona Ryder""|""movieclips""|""fandango""|""movieclips trailers""|""Victor Levin""|""comedy""|""drama""|""romance""",22.0,531.0,2018,5,2018,6
24,156634,"""False""","""False""","gays on ice: olympics edition (ft. Adam Rippon) Tyler Oakley   tyler oakley|""tyleroakley""|""youtuber""|""vlog""|""vlogger""|""lgbtq""|""lgbt""|""gay""|""vlogging""|""upload""|""Q&A""|""question""|""answer""|""funny""|""lol""|""cc""|""captioned""",1.0,27.0,2018,2,2018,2
27,616077,"""False""","""False""","The German Town That's Literally Breaking Apart Tom Scott   tom scott|""tomscott""|""staufen""|""germany""|""black forest""|""geothermal energy""|""geothermal drilling""|""anhydrite""|""aquifer""|""gypsum""|""subsidence""|""property damage""|""amazing places""",4.0,103.0,2017,11,2017,11
27,626014,"""False""","""False""","RAT TRAP Trebuchet The King of Random   making a rat trap trebuchet|""rat trap trebuchet""|""rattrap trebuchet""|""trebuchet king of random""|""mini trebuchet""|""powered trebuchet""|""rat trap launcher""|""rat trap king of random""|""rat trap""|""mouse trap""|""pest control""|""mouse trap in action""|""trebuchet""|""catapult""|""king of random""|""grant thompson""|""the king of random""|""random""|""grant thompson king of random""|""thekingofrandom""|""tkor""|""random happens""|""weekend project""|""homemade""|""rat trap catapult""|""catapult king of random""|""experiment""|""medieval""|""building""",9.0,225.0,2018,3,2018,3
28,537796,"""False""","""False""","The BEST Black Friday Tech Deals! Austin Evans   black friday|""cyber monday""|""black friday 2017""|""black friday deals""|""best black friday deals""|""amazon deals""|""cyber monday 2017""|""best buy""|""walmart""|""amazon""|""tech""|""technology""|""austin evans""",4.0,102.0,2017,11,2017,11
10,13017216,"""False""","""False""","Drake - God's Plan (Official Music Video) OVO Sound   Drake|""Octobers Very Own""|""OVO""|""OVO Sound""|""OVO Sound Radio""|""Drizzy""|""Baka Not Nice""|""Majid Jordan""|""PARTYNEXTDOOR""|""DVSN""|""God's Plan""|""Look Alive""|""Diplomatic Immunity""|""Scary Hours""|""take care""|""so far gone""|""what a time to be alive""|""University of Miami""|""Miami""|""blocboyjb""|""look alive""|""drake gods plan""|""drake gods plan music video""|""music video drake gods plan""|""gods plan video""|""drake money video""|""gods plan music video""|""new drake video""",3.0,79.0,2018,2,2018,2
24,181720,"""True""","""False""","GENDER REVEAL!! Nikki Glamour   Baby Gender Reveal|""Gender Reveal""|""Pregnancy Update""|""Nikki Glamour""|""NikkiGlamour""|""Pregnancy""|""First Trimester""|""Second Trimester""|""Old wives tales""|""Zocdoc""",1.0,24.0,2018,4,2018,4
23,2073938,"""False""","""False""",James Veitch’s Elaborate Wrong Number Prank  - CONAN on TBS Team Coco   Conan O'Brien Conan Conan (TV Series) TBS (TV Channel) Team Coco Highlights Stand-Up James Veitch,18.0,454.0,2018,5,2018,5
24,33929,"""False""","""False""","Star Wars The Last Jedi Scores An A Cinemascore And 2nd Largest Opening Ever - The John Campea Show John Campea   Star Wars|""The last Jedi""|""Cinemascore""|""Audience Rating""|""Opening Night""|""Box Office""|""John Campea""",1.0,29.0,2017,12,2017,12
2,2601143,"""False""","""False""","DELIT DE FUITE - le Justicier de Noël CHRIS-RS   Z800|""Z800E""|""KAWASAKI""|""PARIS""|""GOPRO""|""CAM""|""MOTO""|""PARISIEN""|""STUNT""|""RS""|""YAMAHA""|""MT07""|""MT10""|""MT9""|""TMAX""|""H2""|""HJC""|""LORENZO""|""RIDER""|""MOTARD""|""CRASH""|""FRANCE""|""VLOG""|""YOUTUBE""|""delit de fuite""|""accident""|""crash""|""police""",5.0,127.0,2017,12,2017,12
24,6415756,"""False""","""False""","SCUBA DIVING IN POND FOR TREASURE!! (I FOUND IT!) Carter Sharer   #treasure|""scuba diving for treasure""|""finding buried treasure""|""treasure in pond""|""sharer treasure hunt""|""buried treasure""|""finding treasure""|""scuba diving""|""underwater treasure""|""treasure chest""|""we found a treasure""|""scuba diving in pond""|""scuba""|""treasure hunting""|""stephen""|""exploring""|""carter sharer""|""stephen sharer""|""sharer fam""|""sharer bros""|""hunting""|""treasure in lake""|""treasure""|""share the love""|""carter""|""real treasure hunt""",28.0,680.0,2018,4,2018,5
24,8259417,"""False""","""False""","OCEAN'S 8 - Official Main Trailer Warner Bros. Pictures   Ocean's 8|""Ocean's 8 Movie""|""Sandra Bullock""|""Cate Blanchett""|""Anne Hathaway""|""Mindy Kaling""|""Sarah Paulson""|""Awkwafina""|""Rihanna""|""Helena Bonham Carter""|""James Corden""|""Gary Ross""|""Summer 2018""|""June 2018""|""Movies""|""Film""|""Comedy""|""Heist""|""Crime""|""Action""|""Warner Bros Pictures""|""Village Roadshow Pictures""|""Warner Bros""|""WB Pictures""|""WB""",3.0,79.0,2018,4,2018,4
19,215390,"""False""","""False""","How Spring Looks Like around the World INSIDER   cherry blossom|""washington cherry blossom""|""monet's garden""|""spring""|""spring flowers""|""sakura""|""kawachi fuji garden""|""wisteria tunnel""|""kitakyushu""|""gunhangje festival""|""flower festival""|""cherry blossom festival""|""lisse""|""tylips""|""keukenhof garden""|""insider""",1.0,28.0,2018,3,2018,3
23,192207,"""False""","""False""","How I Make Videos Anna Akana   anna|""akana""|""ana""|""annaakana""|""how i make videos""|""making""|""videos""",5.0,126.0,2018,1,2018,1
22,145869,"""False""","""False""","We Gave This Mom A Makeover // Presented By Life Of The Party As/Is   buzzfeed|""as/is""|""buzzfeed as/is""|""mom makeover""|""makeover""|""mother's day""|""life of the party""|""movie""",2.0,48.0,2018,5,2018,5
1,692194,"""False""","""False""","Rooster Teeth Animated Adventures - Millie So Serious Rooster Teeth   Rooster Teeth|""RT""|""animation""|""television""|""filmmaking""|""games""|""video games""|""comics""|""austin""|""texas""|""production""|""movies""|""web series""|""RTAA""|""Animated Adventures""|""animated""|""stick figures""|""short""|""sketch""|""skit""|""comedy""|""humor""|""real life animated""|""jordan cwierz""|""storytelling""|""personal""|""embarrassing""|""history""|""Michael Jones""|""Lindsay Jones""|""Jack Pattillo""|""Gavin Free""|""Ryan Haywood""|""Geoff Ramsey""|""Millie""|""sugar pine 7""|""help""|""list""|""in charge""|""serious""|""line""|""kid""|""cute""|""thank you""|""irish goodbye""|""no""",9.0,226.0,2018,5,2018,5
17,10263383,"""False""","""False""","BOWLING BALL Vs. OOBLECK from 45m! How Ridiculous   how ridiculous|""giant anvil vs""|""anvil vs""|""giant anvil""|""basketball""|""rc cars""|""anvil""|""magnus effect""|""anvil vs fridge""|""bottle flip""|""dart trick shots""|""dropping an anvil""|""rc""|""anvil drop""|""drop test""|""how ridiculous anvil""|""darts trick shots""|""anvil vs ice""|""line x""|""darts""|""basket""|""basketball connect 4""|""anvil drop test""|""dart""|""ridiculous""|""epic""|""funny""|""45m tower""|""how ridiculous rc car""|""giant ice block""|""bowling ball""|""oobleck""|""bowling ball oobleck""|""bowling ball non-newtonian fluid""",6.0,145.0,2018,5,2018,5
23,684403,"""False""","""False""","Surprising My Dad Super Bowl Tickets!!! Jesse   super bowl|""game""|""nfl""",3.0,78.0,2018,2,2018,2
23,1502992,"""False""","""False""","ON THE SPOT IMPRESSIONS 3 ThatcherJoe   thatcherjoe|""joe sugg""|""impressions""|""rick & morty""|""my meeseeks""|""arctic monkeys""|""peaky blinders""|""yodelling""|""walmart""|""boy""|""coachella""|""2018""|""super mario""|""new""|""best""|""best of""|""original""|""funny""",11.0,270.0,2018,4,2018,4
23,134372,"""False""","""False""","THE MOMENTS BETWEEN THE MONTAGE | Chris & Jack Chris and Jack   chris|""jack""|""smith""|""de sena""|""chris & jack""|""heist""|""game""|""funny""|""robbery""|""comedy""|""skits""|""video""|""2017""|""humor""|""funny videos""|""laugh""|""funny videos 2017""|""james bond""|""jason bourne""|""mission impossible""|""the italian job""|""oceans eleven""|""oceans 11""|""ocean's 11""|""George Clooney""|""brad pitt""|""Matt Damon""|""action""|""stake out""|""crime""|""investigation""|""twizzlers""|""ride along""|""improvisation""|""montage""|""gender roles""|""feminism""|""movie""|""trope""|""driving""|""coffee""|""jordan riggs""",5.0,129.0,2017,11,2017,11
24,3081500,"""False""","""False""","Jennifer Lawrence Takes a Lie Detector Test | Vanity Fair Vanity Fair   lie detector|""lie detector test""|""lie detector exam""|""polygraph exam""|""polygraph""|""jennifer lawrence""|""jennifer lawrence 2018""|""jennifer lawrence interview""|""jlaw""|""red sparrow""|""jennifer lawrence lie detector""|""jennifer lawrence vanity fair""|""lawrence""|""jennifer lawrence funny""|""the lie detector test""|""funny lie detector""|""lie detector jennifer lawrence""|""polygraph expert""|""polygraph tests""|""polygraph test""|""the polygraph""|""vanity fair""|""vanity fair magazine""|""vf""",1.0,27.0,2018,3,2018,3
24,288232,"""False""","""False""","Meeting Mommy Wong Fu Productions   wong fu presents|""short film""|""simu liu""|""tina jung""|""drama""|""this is us""|""parenting""|""babies""|""mother""|""daughter""|""father""",12.0,288.0,2018,2,2018,3
25,352661,"""False""","""False""","See Meghan Markle on ‘90s Nickelodeon Show After Protesting Sexist Commercial Inside Edition   nickelodeon|""1990s""|""lesson""|""prince harry""|""meghan markle""|""inside edition""|""royal family""|""wedding""|""1993""|""elementary school""|""tv show""|""linda ellerbee""|""cat-royalwedding""|""ivory""|""soap""|""social studies""|""ie royal wedding""|""throwback""",1.0,26.0,2017,11,2017,12
25,313410,"""False""","""False""","Sen. Booker on language used by Commander-in-chief (C-SPAN) C-SPAN   Cory Booker|""Senate""|""U.S. Senate""|""Senator Booker""|""C-SPAN""|""CSPAN""|""President of the United States""|""Commander in Chief""",3.0,76.0,2018,1,2018,1
26,1291381,"""False""","""False""","How To Make Mesmerizing Japanese Desserts Tasty   BuzzFeed|""BuzzFeed Tasty""|""Tasty""|""desserts""|""jiggly cheesecake""|""mochi""|""cooking""|""how to""|""how to make mochi""|""diy mochi""|""matcha""|""green tea""",4.0,100.0,2018,3,2018,4
24,2604640,"""False""","""False""","Visit with Santa Cold Open - SNL Saturday Night Live   SNL|""Saturday Night Live""|""SNL Season 43""|""Episode 1733""|""James Franco""|""Kate McKinnon""|""Kenan Thompson""|""Christmas""|""Santa Claus""|""s43""|""s43e8""|""episode 8""|""live""|""new york""|""comedy""|""sketch""|""funny""|""hilarious""|""late night""|""host""|""music""|""guest""|""laugh""|""impersonation""|""actor""|""improv""|""musician""|""producer""|""director""|""The Disaster Artist""|""Pineapple Express""|""Future World""|""Sausage Party""|""Seth Rogan""|""SZA""|""CTRL""|""Love Galore""|""Supermodel""",3.0,87.0,2017,12,2017,12
24,2462247,"""False""","""False""","Dude vs. Wild - Nevada Mountains nigahiga   ryan|""higa""|""higatv""|""nigahiga""|""running wild""|""man vs wild""|""bear grylls""|""survival""|""tv show""|""parody""|""spoof""",3.0,76.0,2017,12,2017,12
26,256100,"""False""","""False""","Sophie Turner Tests Her Knowledge of Game of Thrones vs. the Runway | Harper's BAZAAR Harper's BAZAAR   bazaar|""harper's bazaar""|""harpers bazaar""|""harpers bazaar magazine""|""fashion""|""fashion trends""|""style""|""clothing""|""fashion design""|""women""|""runway""|""women's lifestyle""|""luxury""|""chic""|""luxury items""|""Joe Jonas""|""Sansa Stark""|""Sophie Turner""|""Game of Thrones""|""Game of Thrones Hairstyles""|""Wella Professionals""|""Sophie Turner Engagement Ring""|""Winterfell""|""House Stark""|""Runway""|""Models""",9.0,221.0,2018,3,2018,3
24,1709847,"""False""","""False""","#HurtBae 2: One Year Later - Kourtney and Leonard Meet Again | Iris Iris   hurt bae|""hurtbae""|""hurt bae 2""|""hurtbae 2""|""hurtbae2""|""kourtney hurtbae""|""leonard hurtbae""|""kourtney hurt bae""|""leonard hurt bae""|""hurt bae interview""|""cheating""|""infidelity""|""hurt bae 2018""|""hurtbae now""|""hurt bae 2 reaction""|""hurt bae reaction""|""#hurtbae""|""#hurtbae2""|""#hurtbae video""|""#hurtbaes""|""#hurtbae 2018""|""hurtbae response""|""hurt bae response""|""creole kourt""|""kourtney jorge""|""creolekourt""|""#hurtbae full video""|""hurt bae full video""|""iris""|""heyiris""|""thescene""|""broken""|""why did you cheat""|""hurt bae original""",10.0,249.0,2018,2,2018,3
26,1005865,"""False""","""False""","MY LIVING ROOM TOUR! | HOME TOUR SERIES Carli Bybel   carli|""bybel""|""HOME TOUR""|""LIVING ROOM TOUR""|""HOUSE TOUR""|""CARLI BYBEL""|""DECORATING TIPS""|""HOME DECOR""|""PIER 1""|""NEIMAN MARCUS""|""Z GALLERIE""|""INSPIRATION""|""HOW TO DECORATE""|""WHITE AND GRAY""|""CLOSET TOUR""|""BEAUTY ROOM""|""FAUX FUR""",12.0,293.0,2018,4,2018,5
24,154709,"""False""","""False""","Everything You Need to Know About ZOMBIES (Exclusive) Just Jared Jr   Zombies|""Disney Channel""|""Milo Manheim""|""Meg Donnelly""",1.0,40.0,2018,2,2018,2
24,190649,"""False""","""False""","A Tribute to Billy Graham Billy Graham Evangelistic Association   Billy Graham|""tribute""|""life""|""legacy""|""Billy Graham Evangelistic Association""|""BGEA""",4.0,100.0,2018,2,2018,2
10,36101955,"""False""","""False""","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio] Ed Sheeran   edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""|""beyonce""|""beyonce live""",6.0,167.0,2017,12,2017,12
15,251028,"""False""","""False""","Mischievous Cat Labeled 'Problem Child' Finds A Mom Who Adores Her | The Dodo The Dodo   animal video|""animals""|""the dodo""|""Animal Rescue""|""cats""|""cat videos""|""mischievous cat""|""cats being jerks""|""funny cats""|""hilarious cats""|""funny cat videos""|""cat adoption""|""cat love""|""cat lady""|""kitten lady""|""kittens""|""kitten videos""|""cats playing""|""cats meowing""|""cats jumping""|""cats and boxes""|""cat attack""|""cat climbing""|""goofy cat""|""cat zoomies""|""funny cat fails""|""funny cat videos clean""|""funny cat fights""|""funny cat noises""|""funny cat vines""|""funny pets""|""funny pet videos""|""jerk cats""",1.0,28.0,2018,1,2018,1
26,213901,"""False""","""False""","Reacting To POSITIVE COMMENTS ASMR ! | Jackie Aina Jackie Aina   asmr|""asmr beauty guru""|""asmr reaction""|""asmr reading positive comments""",4.0,98.0,2018,5,2018,5
26,386837,"""False""","""False""","Deep Fried Ice Cream & Cookie Dough & Funfetti?! (What the Flavor) Clevver Style   food|""deep fried desserts""|""fried ice cream""|""fried cookie dough""|""fried oreos""|""fried cake batter""|""fried food""|""fryer""|""how to fry""|""how to deep fry""|""funfetti""|""cookie dough""|""ice cream""|""fruity pebbles""|""deep fried""|""deep fry""|""fried""|""batter""|""recipe""|""desserts""|""clevver""|""clevver style""|""what the flavor""|""cheat day""|""cooking show""|""wtf""|""cooking""|""chef""|""food trends""|""food tutorials""|""erin robinson""|""lily marston""|""how to""|""how to cook""|""how to make""|""lifestyle""|""weird""|""diy""|""funny""|""how to deep fry ice cream""",12.0,296.0,2018,4,2018,5
17,127841,"""False""","""False""","Meme Team - Top 5 NBA   nba|""basketball""|""starters""",2.0,71.0,2018,1,2018,1
28,2613452,"""False""","""False""","WE GOT INTEL'S PROTOTYPE GRAPHICS CARD!! Linus Tech Tips   intel|""larrabee""|""prototype""|""gpu""|""video""|""card""|""unboxing""|""overview""|""xeon""|""phi""|""coprocessor""|""cpu""|""x86""|""core""|""supercomputer""",25.0,604.0,2018,5,2018,6
28,275926,"""False""","""False""","Is this a computer? The Verge   apple|""microsoft""|""google""|""macbook pro""|""surface pro""|""chromebook""|""pixelbook""|""Processor""|""Processor with Dieter Bohh""|""the verge""|""verge""",4.0,104.0,2018,4,2018,4
25,118157,"""True""","""False""","Live: Amtrak Train Derailment in Washington State CBS News   Amtrak Train Derailment|""Washington""|""Live Coverage""|""CBSN""|""amtrak""|""train""|""derailment""|""tacoma""|""washington""|""Transportation Security Administration""|""amtrak cascades""",5.0,124.0,2017,12,2017,12
27,447584,"""False""","""False""","What Do Dogs See When They Watch TV? SciShow   SciShow|""science""|""Hank""|""Green""|""education""|""learn""|""What Do Dogs See When They Watch TV?""|""dog""|""pets""|""TV""|""video""|""animals""|""flicker""|""puppy""|""color""|""picture""|""shades""|""watch""|""brightness""|""animation""|""sounds""|""movie""|""Elaine Allen""|""Michael Kuder""|""Charles Rosenberg""",5.0,121.0,2018,1,2018,1
25,94854,"""False""","""False""","Celebrity Chef Mario Batali Accused Of Sexual Misconduct | Velshi & Ruhle | MSNBC MSNBC   MSNBC|""news channel""|""news station""|""newspaper""|""breaking news""|""us news""|""world news""|""politics""|""current events""|""top stories""|""pop culture""|""health""|""liberal""|""progressive""|""cable""|""cable news""|""Velshi & Ruhle""|""Ali Velshi""|""Stephanie Ruhle""|""business""|""MSNBC LIVE""|""mario batali""|""celebrity chef mario batali sexual misconduct""|""mario batali sexual misconduct accusation""|""sexual harassment""|""the chew""|""mario batali accused""|""chef mario batali""|""celebrity chef""|""mario batali sexual harassment""",2.0,54.0,2017,12,2017,12
